t_frame_ns,t_detect_ns,t_predict_ns,t_cmd_ns,had_meas,had_hint
714202020469600,714202105920400,714202105980700,714202105980700,0,0
714202117431300,714202201169000,714202201228700,714202201228700,0,0
714202207355000,714202301513600,714202301573600,714202301573600,0,0
714202311734900,714202394952400,714202395011800,714202395011800,0,0
714202401667900,714202483761900,714202483821200,714202483821200,0,0
714202492120600,714202576630200,714202576691100,714202576691100,0,0
714202589445500,714202673837500,714202673896000,714202673896000,0,0
714202686487300,714202774315100,714202774375300,714202774375300,0,0
714202783715300,714202868155800,714202868217400,714202868217400,0,0
714202873903600,714202958486800,714202958546000,714202958546000,0,0
714202971218700,714203060909000,714203060973200,714203060973200,0,0
714203069104400,714203156537600,714203156627100,714203156627100,0,0
714203165566500,714203262539900,714203262600000,714203262600000,0,0
714203269934900,714203354391700,714203354451000,714203354451000,0,0
714203366972200,714203451222300,714203451283000,714203451283000,0,0
714203457323800,714203538946300,714203539005100,714203539005100,0,0
714203547901500,714203631921200,714203631981100,714203631981100,0,0
714203637968600,714203723018200,714203723077200,714203723077200,0,0
714203735996700,714203830451200,714203830512600,714203830512600,0,0
714203839143500,714203925987100,714203926047400,714203926047400,0,0
714203936422500,714204021936300,714204022003000,714204022003000,0,0
714204033714800,714204115179600,714204115241900,714204115241900,0,0
714204123839400,714204209369000,714204209429100,714204209429100,0,0
714204221173800,714204304820300,714204304879900,714204304879900,0,0
714204311855200,714204405471000,714204405530900,714204405530900,0,0
714204415695300,714204499210400,714204499269700,714204499269700,0,0
714204506321500,714204588558800,714204588621100,714204588621100,0,0
714204596270100,714204679282700,714204679356700,714204679356700,0,0
714204686460600,714204770400100,714204770459900,714204770459900,0,0
714204776715400,714204857562700,714204857623100,714204857623100,0,0
714204866920000,714204949988300,714204950048300,714204950048300,0,0
714204957349700,714205040446500,714205040508000,714205040508000,0,0
714205047611700,714205130722500,714205130782200,714205130782200,0,0
714205138294500,714205226712200,714205226772800,714205226772800,0,0
714205234990200,714205317900100,714205317962800,714205317962800,0,0
714205325687800,714205408469100,714205408529700,714205408529700,0,0
714205415760200,714205498731300,714205498793400,714205498793400,0,0
714205506157100,714205591146200,714205591209900,714205591209900,0,0
714205603039300,714205686286500,714205686352700,714205686352700,0,0
714205693320900,714205776294000,714205776354900,714205776354900,0,0
714205783546700,714205866243200,714205866302200,714205866302200,0,0
714205874055400,714205954505900,714205954566900,714205954566900,0,0
714205964309100,714206046022500,714206046081800,714206046081800,0,0
714206054507600,714206141790800,714206141849400,714206141849400,0,0
714206151527400,714206234822900,714206234897600,714206234897600,0,0
714206242001000,714206330676700,714206330736000,714206330736000,0,0
714206339630000,714206422403200,714206422461500,714206422461500,0,0
714206429561800,714206516389400,714206516449700,714206516449700,0,0
714206527046500,714206612590200,714206612650800,714206612650800,0,0
714206624170800,714206707073500,714206707132400,714206707132400,0,0
714206714172500,714206800889700,714206800948300,714206800948300,0,0
714206811445200,714206894243000,714206894302800,714206894302800,0,0
714206901557400,714206983463200,714206983522600,714206983522600,0,0
714206991862500,714207075570400,714207075630300,714207075630300,0,0
714207082414300,714207164541600,714207164599800,714207164599800,0,0
714207173207900,714207258185900,714207258244100,714207258244100,0,0
714207269744100,714207352548000,714207352607100,714207352607100,0,0
714207360563700,714207444178300,714207444246700,714207444246700,0,0
714207450413200,714207531903000,714207531963900,714207531963900,0,0
714207540811900,714207623736400,714207623795900,714207623795900,0,0
714207630928100,714207713845300,714207713904900,714207713904900,0,0
714207721088500,714207804517400,714207804575000,714207804575000,0,0
714207811542600,714207893495700,714207893558500,714207893558500,0,0
714207901724600,714207984270200,714207984331900,714207984331900,0,0
714207991869200,714208075376800,714208075436000,714208075436000,0,0
714208082377300,714208164913100,714208164973500,714208164973500,0,0
714208172693100,714208251889700,714208251956500,714208251956500,0,0
714208262758000,714208345006800,714208345067300,714208345067300,0,0
714208353046100,714208448811000,714208448872100,714208448872100,0,0
714208457736500,714208540129600,714208540190300,714208540190300,0,0
714208547814000,714208631105300,714208631165800,714208631165800,0,0
714208638080300,714208718642600,714208718702800,714208718702800,0,0
714208728132800,714208815189800,714208815250400,714208815250400,0,0
714208825109200,714208908342200,714208908424300,714208908424300,0,0
714208915654400,714208998428700,714208998488400,714208998488400,0,0
714209005919800,714209089424200,714209089489600,714209089489600,0,0
714209096230400,714209177087900,714209177159400,714209177159400,0,0
714209186384700,714209270526800,714209270608200,714209270608200,0,0
714209276543600,714209359095800,714209359154500,714209359154500,0,0
714209366963100,714209456782500,714209456851500,714209456851500,0,0
714209464638200,714209548410600,714209548470000,714209548470000,0,0
714209554765800,714209637446300,714209637524100,714209637524100,0,0
714209644869200,714209730482200,714209730549200,714209730549200,0,0
714209741883100,714209824909300,714209824967800,714209824967800,0,0
714209832149000,714209914751000,714209914820700,714209914820700,0,0
714209922660500,714210006055900,714210006115800,714210006115800,0,0
714210012904500,714210094644900,714210094706200,714210094706200,0,0
714210103026900,714210185793500,714210185853900,714210185853900,0,0
714210193196300,714210278287900,714210278349900,714210278349900,0,0
714210290518200,714210373548600,714210373608900,714210373608900,0,0
714210380785200,714210464275300,714210464337900,714210464337900,0,0
714210470976100,714210554027500,714210554089300,714210554089300,0,0
714210561890200,714210644340600,714210644400700,714210644400700,0,0
714210652052500,714210743166700,714210743227200,714210743227200,0,0
714210755713600,714210848074800,714210848134800,714210848134800,0,0
714210859970600,714210942188400,714210942248200,714210942248200,0,0
714210950327500,714211034033300,714211034092700,714211034092700,0,0
714211040366900,714211123693500,714211123775200,714211123775200,0,0
714211130915500,714211213902000,714211213964300,714211213964300,0,0
714211221062300,714211301708400,714211301768000,714211301768000,0,0
714211311124700,714211393601300,714211393661400,714211393661400,0,0
714211401707000,714211485425600,714211485485200,714211485485200,0,0
714211492135000,714211574889800,714211574950900,714211574950900,0,0
714211582804500,714211666067200,714211666132900,714211666132900,0,0
714211672480600,714211756283800,714211756343500,714211756343500,0,0
714211762687800,714211847760200,714211847823000,714211847823000,0,0
714211859982200,714211944659900,714211944720100,714211944720100,0,0
714211957097600,714212042017400,714212042096800,714212042096800,0,0
714212054381400,714212138882600,714212138944400,714212138944400,0,0
714212144634600,714212229320200,714212229380300,714212229380300,0,0
714212241861100,714212324940300,714212325017700,714212325017700,0,0
714212332315900,714212415148100,714212415207200,714212415207200,0,0
714212422422500,714212517606200,714212517667300,714212517667300,0,0
714212526821300,714212609494800,714212609559200,714212609559200,0,0
714212617393300,714212700492200,714212700551600,714212700551600,0,0
714212707528900,714212794840500,714212794899700,714212794899700,0,0
714212804395400,714212891364600,714212891427000,714212891427000,0,0
714212901864000,714212985367800,714212985426600,714212985426600,0,0
714212992138100,714213074385900,714213074445200,714213074445200,0,0
714213082140600,714213164609200,714213164668300,714213164668300,0,0
714213172408800,714213255147700,714213255207600,714213255207600,0,0
714213262726600,714213347524700,714213347593200,714213347593200,0,0
714213360094200,714213442579300,714213442640100,714213442640100,0,0
714213450387800,714213531488100,714213531547000,714213531547000,0,0
714213540501300,714213624242000,714213624304200,714213624304200,0,0
714213630989900,714213715546000,714213715606200,714213715606200,0,0
714213728478500,714213811341300,714213811413300,714213811413300,0,0
714213818472800,714213927242400,714213927310700,714213927310700,0,0
714213936387100,714214020997500,714214021062400,714214021062400,0,0
714214033618600,714214117541900,714214117603000,714214117603000,0,0
714214123753300,714214206727000,714214206790400,714214206790400,0,0
714214214137200,714214298556200,714214298617000,714214298617000,0,0
714214306049900,714214393949700,714214394007700,714214394007700,0,0
714214401713500,714214486155000,714214486215200,714214486215200,0,0
714214498682700,714214581792500,714214581854500,714214581854500,0,0
714214589335700,714214670920800,714214670981000,714214670981000,0,0
714214679539700,714214760274800,714214760335400,714214760335400,0,0
714214769777900,714214855842400,714214855930200,714214855930200,0,0
714214867201900,714214952586000,714214952645100,714214952645100,0,0
714214964890800,714215048098500,714215048158600,714215048158600,0,0
714215054451100,714215140842700,714215140901900,714215140901900,0,0
714215151604800,714215234970400,714215235031700,714215235031700,0,0
714215241899300,714215329950800,714215330011800,714215330011800,0,0
714215339209200,714215419713500,714215419773500,714215419773500,0,0
714215429354600,714215512219700,714215512279100,714215512279100,0,0
714215519731500,714215602698600,714215602757500,714215602757500,0,0
714215610197900,714215693899600,714215693959500,714215693959500,0,0
714215699988200,714215782823800,714215782886400,714215782886400,0,0
714215790732700,714215873461900,714215873531200,714215873531200,0,0
714215880861000,714215963550500,714215963612400,714215963612400,0,0
714215971089900,714216055095200,714216055153700,714216055153700,0,0
714216061115900,714216145079500,714216145154900,714216145154900,0,0
714216151625500,714216235001700,714216235067500,714216235067500,0,0
714216241971900,714216325553900,714216325614200,714216325614200,0,0
714216332882500,714216416120300,714216416181600,714216416181600,0,0
714216422361200,714216521368700,714216521429200,714216521429200,0,0
714216533731400,714216616861200,714216616919600,714216616919600,0,0
714216623988500,714216706861300,714216706923000,714216706923000,0,0
714216714131600,714216796777600,714216796840000,714216796840000,0,0
714216804354300,714216887113900,714216887174100,714216887174100,0,0
714216894775100,714216977332600,714216977393800,714216977393800,0,0
714216984935400,714217076195700,714217076253800,714217076253800,0,0
714217082078200,714217164899300,714217164956900,714217164956900,0,0
714217172339700,714217255517400,714217255578100,714217255578100,0,0
714217262650700,714217343484100,714217343543300,714217343543300,0,0
714217353598100,714217436436000,714217436497200,714217436497200,0,0
714217443382900,714217533533500,714217533594300,714217533594300,0,0
714217540725700,714217623436700,714217623496000,714217623496000,0,0
714217630864400,714217714650900,714217714710200,714217714710200,0,0
714217721041900,714217803803200,714217803863600,714217803863600,0,0
714217811227500,714217893836600,714217893896900,714217893896900,0,0
714217901602700,714217984632000,714217984691500,714217984691500,0,0
714217991915000,714218075224400,714218075285500,714218075285500,0,0
714218082131000,714218162300400,714218162362400,714218162362400,0,0
714218172415700,714218257075500,714218257141300,714218257141300,0,0
714218269794500,714218352513900,714218352574300,714218352574300,0,0
714218359871200,714218442987200,714218443047600,714218443047600,0,0
714218450114900,714218532588600,714218532650400,714218532650400,0,0
714218540664100,714218623429100,714218623489600,714218623489600,0,0
714218631041800,714218711821400,714218711881800,714218711881800,0,0
714218721136700,714218804638300,714218804698900,714218804698900,0,0
714218811327800,714218893845200,714218893903900,714218893903900,0,0
714218901599900,714218984575300,714218984636500,714218984636500,0,0
714218991915800,714219074560700,714219074622000,714219074622000,0,0
714219082145500,714219164825300,714219164883000,714219164883000,0,0
714219172498000,714219255305000,714219255366300,714219255366300,0,0
714219262832400,714219346200100,714219346261600,714219346261600,0,0
714219352977500,714219440540800,714219440603300,714219440603300,0,0
714219450739200,714219534021600,714219534082100,714219534082100,0,0
714219540869600,714219623156400,714219623215700,714219623215700,0,0
714219630636100,714219714443800,714219714502300,714219714502300,0,0
714219721113600,714219804625600,714219804684700,714219804684700,0,0
714219811317700,714219894587400,714219894655400,714219894655400,0,0
714219902540800,714219985270900,714219985330300,714219985330300,0,0
714219991951800,714220075545400,714220075611600,714220075611600,0,0
714220082120800,714220165151200,714220165228900,714220165228900,0,0
714220172638300,714220255735800,714220255797300,714220255797300,0,0
714220262660200,714220345507300,714220345567500,714220345567500,0,0
714220353011700,714220435642700,714220435702900,714220435702900,0,0
714220443363900,714220529922500,714220529982400,714220529982400,0,0
714220540514600,714220627829300,714220627888800,714220627888800,0,0
714220638048600,714220721474800,714220721540200,714220721540200,0,0
714220728092200,714220809570600,714220809631800,714220809631800,0,0
714220818222600,714220903965400,714220904027000,714220904027000,0,0
714220915541900,714220998577800,714220998637800,714220998637800,0,0
714221005836900,714221089927900,714221089988800,714221089988800,0,0
714221096072000,714221178856800,714221178916900,714221178916900,0,0
714221186430300,714221269759800,714221269820000,714221269820000,0,0
714221276600900,714221359414500,714221359475100,714221359475100,0,0
714221366761500,714221452485400,714221452544500,714221452544500,0,0
714221464066300,714221546662000,714221546720800,714221546720800,0,0
714221554640800,714221637619600,714221637679200,714221637679200,0,0
714221645385100,714221728790900,714221728851500,714221728851500,0,0
714221734888600,714221818271800,714221818332300,714221818332300,0,0
714221825321500,714221908904100,714221908963500,714221908963500,0,0
714221915619600,714221998841700,714221998900500,714221998900500,0,0
714222005797900,714222090744000,714222090803800,714222090803800,0,0
714222102818600,714222186100100,714222186168600,714222186168600,0,0
714222193138100,714222276812300,714222276876900,714222276876900,0,0
714222283452500,714222366850400,714222366916500,714222366916500,0,0
714222373843400,714222456663700,714222456721400,714222456721400,0,0
714222464084900,714222547244100,714222547304600,714222547304600,0,0
714222554423200,714222637981700,714222638041000,714222638041000,0,0
714222645590000,714222728643300,714222728700400,714222728700400,0,0
714222734761500,714222817743600,714222817804300,714222817804300,0,0
714222825138500,714222910284100,714222910341100,714222910341100,0,0
714222922894500,714223005904700,714223005964600,714223005964600,0,0
714223012848200,714223097254000,714223097313600,714223097313600,0,0
714223109830200,714223197173700,714223197246000,714223197246000,0,0
714223207227800,714223290174400,714223290232100,714223290232100,0,0
714223297620700,714223380863600,714223380923400,714223380923400,0,0
714223387633500,714223470140100,714223470197800,714223470197800,0,0
714223478041400,714223561638800,714223561698200,714223561698200,0,0
714223568257800,714223657940800,714223658001400,714223658001400,0,0
714223666261400,714223749480300,714223749538100,714223749538100,0,0
714223755736500,714223839437600,714223839496900,714223839496900,0,0
714223846068600,714223929761900,714223929820800,714223929820800,0,0
714223936148500,714224029973900,714224030033800,714224030033800,0,0
714224040944200,714224132597400,714224132657600,714224132657600,0,0
714224144622100,714224227835900,714224227895100,714224227895100,0,0
714224234779700,714224317263700,714224317322900,714224317322900,0,0
714224325171000,714224408747900,714224408813500,714224408813500,0,0
714224415532600,714224498471900,714224498530200,714224498530200,0,0
714224505681900,714224588842200,714224588901100,714224588901100,0,0
714224597187500,714224680040200,714224680098000,714224680098000,0,0
714224686828800,714224769590300,714224769649200,714224769649200,0,0
714224776556600,714224866845900,714224866903800,714224866903800,0,0
714224874067200,714224957055100,714224957114600,714224957114600,0,0
714224964049200,714225047348900,714225047408600,714225047408600,0,0
714225054290600,714225140120800,714225140255300,714225546366900,1,0
714225554212900,714225637267900,714225637930900,714225638033700,0,0
714225644770600,714225727190400,714225727300200,714225727398400,0,0
714225734814900,714225822947400,714225823051200,714225823120600,0,0
714225832016700,714225916428100,714225916531800,714225916623900,0,0
714225922644400,714226005241700,714226005347800,714226005443100,0,0
714226012614000,714226096080900,714226096185100,714226096278000,0,0
714226102824300,714226186087400,714226186193200,714226186288900,0,0
714226193408800,714226273848900,714226273952000,714226274043800,0,0
714226283520100,714226366207500,714226366315400,714226366408400,0,0
714226373535000,714226456491000,714226456595200,714226456684900,0,0
714226463919200,714226546931000,714226547034000,714226547130800,0,0
714226554303600,714226637185000,714226637301100,714226637386400,0,0
714226645045300,714226728026700,714226728136900,714226728198000,0,0
714226735258800,714226818252300,714226818356900,714226818427400,0,0
714226825207300,714226910201900,714226910306700,714226910400800,0,0
714226922172800,714227009515300,714227009630600,714227009735400,0,0
714227020389700,714227100414100,714227100518700,714227100613500,0,0
714227109860900,714227197455700,714227197565600,714227197662500,0,0
714227206971400,714227290422400,714227290532600,714227290623800,0,0
714227297264700,714227380469400,714227380574100,714227380633600,0,0
714227387489900,714227470974000,714227471116800,714227471237000,0,0
714227477987500,714227560768000,714227560872600,714227560965100,0,0
714227568362900,714227651302600,714227651409400,714227651504000,0,0
714227658696800,714227742636500,714227742738700,714227742832500,0,0
714227749082800,714227830762100,714227830865200,714227830959100,0,0
714227838940200,714227921491600,714227921597100,714227921695200,0,0
714227929143700,714228012274800,714228012380500,714228012475600,0,0
714228020451300,714228109788400,714228109904500,714228109996800,0,0
714228116610900,714228199830100,714228199934600,714228200030700,0,0
714228207714500,714228288222200,714228288326700,714228288421200,0,0
714228297343900,714228385615600,714228385719400,714228385812500,0,0
714228395097200,714228478150100,714228478261800,714228478354700,0,0
714228484688600,714228567758100,714228567860600,714228567952100,0,0
714228575067300,714228657649900,714228657754700,714228657848100,0,0
714228665764400,714228749022500,714228749125500,714228749210300,0,0
714228755646500,714228837873700,714228837984200,714228838075100,0,0
714228846287200,714228929641500,714228929756500,714228929829400,0,0
714228936154300,714229025243400,714229025348100,714229025440800,0,0
714229033462300,714229114361600,714229114466100,714229114540800,0,0
714229123492700,714229206444900,714229206548800,714229206641300,0,0
714229213986300,714229297403600,714229297509100,714229297601300,0,0
714229304323000,714229387556500,714229387660200,714229387753000,0,0
714229395050000,714229476650300,714229476763200,714229476823700,0,0
714229484918800,714229598171800,714229598280300,714229598399200,0,0
714229610109400,714229690341600,714229690445500,714229690538900,0,0
714229700003300,714229783026400,714229783131000,714229783249100,0,0
714229790779200,714229885424700,714229885574600,714229885687500,0,0
714229894511400,714229977409500,714229977521300,714229977617700,0,0
714229984918800,714230068337000,714230068467600,714230068562300,0,0
714230075265300,714230158188700,714230158298000,714230158416800,0,0
714230165299000,714230248144700,714230248246700,714230248338900,0,0
714230256171500,714230339253400,714230339364100,714230339438300,0,0
714230345880900,714230435916800,714230436027500,714230436107100,0,0
714230443034600,714230525761900,714230525867200,714230525989500,0,0
714230533343700,714230615889400,714230615993000,714230616086100,0,0
714230624106400,714230707228400,714230707535900,714231112380300,1,0
714231124158700,714231206931900,714231207035700,714231207129300,0,0
714231213898800,714231296985200,714231297091500,714231297185500,0,0
714231304113600,714231386698600,714231386803000,714231386882000,0,0
714231394978300,714231488330100,714231488437100,714231488528500,0,0
714231498681200,714231585490500,714231585597100,714231585692800,0,0
714231596143100,714231679449300,714231679556800,714231679634600,0,0
714231686229800,714231772018200,714231772123000,714231772192700,0,0
714231783484800,714231866221300,714231866335300,714231866396700,0,0
714231874042100,714231951842100,714231951946800,714231952043200,0,0
714231963996400,714232047000400,714232047108800,714232047203100,0,0
714232054119500,714232137223700,714232137328200,714232137418600,0,0
714232145263200,714232228632900,714232228746200,714232228839900,0,0
714232234797500,714232318045000,714232318147600,714232318241500,0,0
714232325032200,714232408208300,714232408311800,714232408406500,0,0
714232415387900,714232498839700,714232498958600,714232499052800,0,0
714232505872500,714232590751100,714232590853100,714232590945300,0,0
714232603293200,714232686723500,714232686832400,714232686896800,0,0
714232693288500,714232776551200,714232776657300,714232776725700,0,0
714232783369600,714232863170300,714232863274600,714232863368100,0,0
714232873956200,714232956075200,714232956179400,714232956273400,0,0
714232963938100,714233048961000,714233049066100,714233049161200,0,0
714233061137000,714233139210600,714233139315900,714233139410400,0,0
714233151421800,714233235153000,714233235262000,714233235325600,0,0
714233241793600,714233322495300,714233322598400,714233322691300,0,0
714233331940800,714233414626500,714233414730000,714233414825700,0,0
714233422368300,714233504745100,714233504854200,714233504951700,0,0
714233512758200,714233597780300,714233597904900,714233597999000,0,0
714233610081100,714233699675000,714233699777000,714233699870300,0,0
714233706909500,714233787869200,714233787978600,714233788075200,0,0
714233797461400,714233888501100,714233888604900,714233888698800,0,0
714233894825500,714233977866100,714233977970000,714233978063500,0,0
714233985305100,714234069371500,714234069478200,714234069571800,0,0
714234082267200,714234165134300,714234165258400,714234165353400,0,0
714234172244200,714234255717400,714234255828500,714234255941600,0,0
714234262862100,714234360895400,714234360998000,714234361093500,0,0
714234373641500,714234456899700,714234457004200,714234457099500,0,0
714234464259600,714234552109900,714234552216900,714234552278900,0,0
714234561103500,714234644070600,714234644195000,714234644271200,0,0
714234651780400,714234738990500,714234739095400,714234739155700,0,0
714234748628400,714234841045000,714234841155200,714234841230400,0,0
714234852750300,714234937025300,714234937128600,714234937200600,0,0
714234942971600,714235026815900,714235026920100,714235027017000,0,0
714235033097500,714235116099600,714235116203600,714235116296900,0,0
714235123778500,714235207862900,714235207967600,714235208030400,0,0
714235214312100,714235297523300,714235297627500,714235297721700,0,0
714235304264300,714235387397200,714235387509900,714235387593700,0,0
714235394449600,714235476919500,714235477030000,714235477121200,0,0
714235484962500,714235568411200,714235568515600,714235568613100,0,0
714235575773600,714235683406400,714235683509100,714235683601000,0,0
714235693041500,714235776053400,714235776157500,714235776248700,0,0
714235783773900,714235866701000,714235866806200,714235866899400,0,0
714235873706000,714235956858200,714235956960200,714235957056000,0,0
714235964028900,714236047404200,714236047523600,714236047620600,0,0
714236054324700,714236137803000,714236137913900,714236137993300,0,0
714236144408400,714236227064000,714236227167100,714236227260000,0,0
714236234914600,714236317742000,714236317845000,714236317940400,0,0
714236324989200,714236410499400,714236410604700,714236410705300,0,0
714236422112600,714236510641700,714236510753700,714236510812800,0,0
714236520395600,714236604017900,714236604122200,714236604220700,0,0
714236616810100,714236700105200,714236700207300,714236700301400,0,0
714236706927800,714236790079500,714236790181800,714236790277000,0,0
714236797301000,714236881284700,714236881389600,714236881525400,0,0
714236887495000,714236970782800,714236970888500,714236970956200,0,0
714236977742000,714237060302600,714237060414500,714237060494900,0,0
714237068465700,714237151626800,714237151739400,714237151830800,0,0
714237158399200,714237241541500,714237241643300,714237241739800,0,0
714237248917000,714237331458000,714237331560000,714237331656400,0,0
714237338999800,714237426272300,714237426378500,714237426447200,0,0
714237436201600,714237520069800,714237520174100,714237520291500,0,0
714237526759100,714237609111500,714237609255300,714237609344900,0,0
714237616918800,714237700102300,714237700210200,714237700301700,0,0
714237707063100,714237790762600,714237790942200,714238194847700,1,0
714238207019100,714238290201500,714238290309300,714238290403500,0,0
714238297513800,714238381679500,714238381784300,714238381877100,0,0
714238394398300,714238480535500,714238480642500,714238480737900,0,0
714238492092400,714238574234100,714238574337700,714238574428000,0,0
714238582032900,714238671671900,714238671778200,714238671873400,0,0
714238679388500,714238764054100,714238764183600,714238764241500,0,0
714238776423700,714238855772800,714238855877700,714238855972600,0,0
714238866703800,714238949731200,714238949840600,714238949934400,0,0
714238957036400,714239040481900,714239040586600,714239040678200,0,0
714239047049800,714239130304700,714239130416900,714239130475500,0,0
714239137370200,714239220907100,714239221017500,714239221110300,0,0
714239227785700,714239311172500,714239311280100,714239311351900,0,0
714239318303600,714239399401200,714239399505800,714239399599600,0,0
714239408276000,714239502969000,714239503075000,714239503258700,0,0
714239512965000,714239596332300,714239596436900,714239596502300,0,0
714239603309200,714239689256800,714239689370400,714239689475200,0,0
714239699955200,714239783053200,714239783157500,714239783252200,0,0
714239790309300,714239873897600,714239874000900,714239874062000,0,0
714239880603000,714239957591200,714239957694800,714239957776300,0,0
714239963842500,714240048256000,714240048362200,714240048456600,0,0
714240061088900,714240144848800,714240144951000,714240145031000,0,0
714240151516700,714240236894700,714240236998500,714240237067400,0,0
714240248606600,714240341942700,714240342046700,714240342144600,0,0
714240352741900,714240435636100,714240435741000,714240435832700,0,0
714240443031700,714240526122100,714240526233400,714240526329300,0,0
714240533938000,714240616489500,714240616593900,714240616689100,0,0
714240623591300,714240706188200,714240706290400,714240706366800,0,0
714240713903300,714240797635600,714240797740500,714240797835000,0,0
714240804706800,714240889010000,714240889149900,714240889239600,0,0
714240901185700,714240984022200,714240984125300,714240984207000,0,0
714240991716400,714241079782400,714241079886400,714241079969600,0,0
714241088991200,714241171821000,714241171927000,714241172019800,0,0
714241179141300,714241262106400,714241262209500,714241262323100,0,0
714241269414700,714241353212500,714241353323300,714241353385400,0,0
714241359702000,714241443498700,714241443601500,714241443696200,0,0
714241449858100,714241533374700,714241533492000,714241533612100,0,0
714241541021600,714241620075800,714241620206900,714241620328300,0,0
714241631061900,714241717019000,714241717132800,714241717208800,0,0
714241727649300,714241811908900,714241812013600,714241812130200,0,0
714241818139500,714241901297400,714241901408100,714241901526700,0,0
714241908294700,714241991495300,714241991602300,714241991680500,0,0
714241999201100,714242082361600,714242082467000,714242082560400,0,0
714242089292700,714242170308500,714242170419900,714242170515200,0,0
714242179260200,714242262778500,714242262888200,714242262981700,0,0
714242269438700,714242356734100,714242356840200,714242356933500,0,0
