t_frame_ns,t_detect_ns,t_predict_ns,t_cmd_ns,had_meas,had_hint
48558210667600,48558390259300,48558390376300,48558390376300,0,1
48558412328000,48558561239500,48558561356100,48558561356100,0,1
48558584385700,48558744777400,48558744910300,48558744910300,0,1
48558758817200,48558907471300,48558907552600,48558907552600,0,1
48558927435500,48559091362300,48559091467400,48559091467400,0,1
48559106610100,48559236574500,48559236692800,48559236692800,0,1
48559259396500,48559413838500,48559413967100,48559413967100,0,1
48559441091600,48559581928900,48559582048600,48559582048600,0,1
48559606551800,48559749415800,48559749493800,48559749493800,0,1
48559766535800,48559907320600,48559907433600,48559907433600,0,1
48559925611000,48560094182200,48560094316200,48560094316200,0,1
48560115139300,48560279497600,48560279616800,48560279616800,0,1
48560294501400,48560467065800,48560467168900,48560467168900,0,1
48560496628400,48560659243900,48560659362800,48560659362800,0,1
48560682955000,48560827806800,48560827935000,48560827935000,0,1
48560849491800,48561014769700,48561015002300,48561015002300,0,1
48561040311700,48561210945900,48561211069100,48561211069100,0,1
48561223753500,48561387005300,48561387123100,48561387123100,0,1
48561405209500,48561563627500,48561563736600,48561563736600,0,1
48561578977300,48561744109100,48561744237600,48561744237600,0,1
48561757813100,48561919069100,48561919169600,48561919169600,0,1
48561932554500,48562104872500,48562105004400,48562105004400,0,1
48562121974200,48562285487800,48562285580600,48562285580600,0,1
48562308064900,48562469893200,48562470006700,48562470006700,0,1
48562494144100,48562652349300,48562652467900,48562652467900,0,1
48562670995800,48562835587200,48562835723200,48562835723200,0,1
48562849181600,48563009760200,48563009971600,48563009971600,0,1
48563039504700,48563199716600,48563199830800,48563199830800,0,1
48563219546600,48563371841500,48563371951900,48563371951900,0,1
48563384179200,48563532901800,48563533017100,48563533017100,0,1
48563557421700,48563712266300,48563712405600,48563712405600,0,1
48563733687500,48563909008000,48563909139300,48563909139300,0,1
48563933148800,48564083394800,48564083505300,48564083505300,0,1
48564101111100,48564261247900,48564261381300,48564261381300,0,1
48564274667200,48564406338200,48564406453200,48564406453200,0,1
48564426079300,48564576955800,48564577075000,48564577075000,0,1
48564592168000,48564721599000,48564721715800,48564721715800,0,1
48564740188500,48564888206500,48564888291200,48564888291200,0,1
48564910816300,48565050573700,48565050696500,48565050696500,0,1
48565065399500,48565240622300,48565240737200,48565240737200,0,1
48565253428500,48565415053500,48565415175400,48565415175400,0,1
48565440689300,48565579013400,48565579131100,48565579131100,0,1
48565599744700,48565748869700,48565748978300,48565748978300,0,1
48565768111500,48565937202500,48565937318300,48565937318300,0,1
48565962295400,48566131614700,48566131736600,48566131736600,0,1
48566148561000,48566304383500,48566304500100,48566304500100,0,1
48566323915400,48566486302500,48566486396900,48566486396900,0,1
48566508964200,48566672744400,48566672859800,48566672859800,0,1
48566697511500,48566849451100,48566849577800,48566849577800,0,1
48566877435400,48567033783500,48567033907500,48567033907500,0,1
48567052615100,48567221932600,48567222051100,48567222051100,0,1
48567245560800,48567400675700,48567400790400,48567400790400,0,1
48567412187200,48567575079400,48567575195300,48567575195300,0,1
48567600530700,48567750575500,48567750690000,48567750690000,0,1
48567766349700,48567915823500,48567915949100,48567915949100,0,1
48567939912600,48568107422100,48568107533200,48568107533200,0,1
48568126694500,48568293602600,48568293682900,48568293682900,0,1
48568307357400,48568457048200,48568457147400,48568457147400,0,1
48568474657900,48568641386300,48568641532800,48568641532800,0,1
48568662224000,48568829230000,48568829339700,48568829339700,0,1
48568849695500,48569022558000,48569022733300,48569022733300,0,1
48569048494400,48569203354300,48569203479500,48569203479500,0,1
48569219178100,48569360649800,48569360711700,48569360711700,0,1
48569377646900,48569538813000,48569538927400,48569538927400,0,1
48569559369600,48569690318700,48569690399500,48569690399500,0,1
48569709775600,48569858897900,48569858989700,48569858989700,0,1
48569874324700,48569993722400,48569993841000,48569993841000,0,1
48570021819800,48570184118400,48570184198700,48570184198700,0,1
48570202040400,48570338804800,48570338920500,48570338920500,0,1
48570348906000,48570520638100,48570520721100,48570520721100,0,1
48570544250500,48570711509000,48570711626500,48570711626500,0,1
48570726613800,48570891902900,48570892034000,48570892034000,0,1
48570904572100,48571084256600,48571084380100,48571084380100,0,1
48571099705900,48571258745700,48571258860500,48571258860500,0,1
48571273603300,48571430784500,48571430898300,48571430898300,0,1
48571448444600,48571607875300,48571608014700,48571608014700,0,1
48571620142300,48571766875200,48571766960300,48571766960300,0,1
48571779714800,48571918671800,48571918788200,48571918788200,0,1
48571932989700,48572103598200,48572103709700,48572103709700,0,1
48572122692300,48572259917900,48572259996800,48572259996800,0,1
48572279451300,48572435610700,48572435724400,48572435724400,0,1
48572460392700,48572619533800,48572619645100,48572619645100,0,1
48572634016300,48572776260600,48572776348800,48572776348800,0,1
48572801734200,48572970620500,48572970749600,48572970749600,0,1
48572990418400,48573153759700,48573153865000,48573153865000,0,1
48573168609000,48573339706900,48573339818900,48573339818900,0,1
48573358170300,48573509830000,48573509945200,48573509945200,0,1
48573530101400,48573680158300,48573680272700,48573680272700,0,1
48573698374400,48573863314000,48573863481200,48573863481200,0,1
48573875653200,48574033661100,48574033833600,48574033833600,0,1
48574044214000,48574191320800,48574191457400,48574191457400,0,1
48574210132200,48574374903500,48574375032500,48574375032500,0,1
48574400386200,48574552915500,48574552997600,48574552997600,0,1
48574565301900,48574711189400,48574711309600,48574711309600,0,1
48574738022400,48574869332500,48574869469800,48574869469800,0,1
48574890505000,48575050264700,48575050411700,48575050411700,0,1
48575070981300,48575210748200,48575210842500,48575210842500,0,1
48575226996100,48575364425600,48575364532900,48575364532900,0,1
48575380347900,48575540055000,48575540236500,48575540236500,0,1
48575557844700,48575709142100,48575709255500,48575709255500,0,1
48575725029700,48575879577500,48575879691700,48575879691700,0,1
48575898093200,48576082566100,48576082657000,48576082657000,0,1
48576106205600,48576252527400,48576252623000,48576252623000,0,1
48576265582900,48576418209600,48576418324700,48576418324700,0,1
48576433286000,48576604093500,48576604219800,48576604219800,0,1
48576620884000,48576798899700,48576799017900,48576799017900,0,1
48576814001200,48576977158700,48576977252200,48576977252200,0,1
48576994606700,48577175227600,48577175342300,48577175342300,0,1
48577195834900,48577342995700,48577343134400,48577343134400,0,1
48577355807700,48577508146200,48577508258800,48577508258800,0,1
48577524848500,48577703819200,48577703938000,48577703938000,0,1
48577717030100,48577894289300,48577894407900,48577894407900,0,1
48577925537100,48578097949100,48578098038600,48578098038600,0,1
48578119747200,48578273173700,48578273289200,48578273289200,0,1
48578294276900,48578469014500,48578469155400,48578469155400,0,1
48578480991800,48578661441600,48578661556700,48578661556700,0,1
48578675183500,48578844576300,48578844682100,48578844682100,0,1
48578862640200,48579043403100,48579043520700,48579043520700,0,1
48579058726800,48579232269400,48579232401600,48579232401600,0,1
48579244713000,48579407551100,48579407666200,48579407666200,0,1
48579425533500,48579571211100,48579571321400,48579571321400,0,1
48579592909800,48579766260500,48579766384200,48579766384200,0,1
48579788226300,48579921043700,48579921178300,48579921178300,0,1
48579940571600,48580096955600,48580097062600,48580097062600,0,1
48580119241900,48580277326900,48580277417400,48580277417400,0,1
48580299399200,48580465732000,48580465825500,48580465825500,0,1
48580479838000,48580625335000,48580625450200,48580625450200,0,1
48580640500800,48580812602300,48580812682100,48580812682100,0,1
48580834544200,48581009645700,48581009770800,48581009770800,0,1
48581038699100,48581205491800,48581205612200,48581205612200,0,1
48581218768100,48581380936200,48581381044600,48581381044600,0,1
48581403556600,48581561863200,48581561979100,48581561979100,0,1
48581579393700,48581749853900,48581749971500,48581749971500,0,1
48581773026100,48581930737700,48581930850000,48581930850000,0,1
48581948698200,48582116547400,48582116663000,48582116663000,0,1
48582134535900,48582293137400,48582293758800,48582293758800,0,1
48582307036500,48582463260400,48582463394600,48582463394600,0,1
48582488666500,48582658161900,48582658287500,48582658287500,0,1
48582683178500,48582837591200,48582837657000,48582837657000,0,1
48582849800300,48583003588500,48583003706900,48583003706900,0,1
48583030806200,48583183568800,48583183678500,48583183678500,0,1
48583196928600,48583373724600,48583373847400,48583373847400,0,1
48583400214100,48583551799900,48583551921500,48583551921500,0,1
48583571215200,48583731159400,48583731274100,48583731274100,0,1
48583745469800,48583904280200,48583904396300,48583904396300,0,1
48583919116600,48584085055900,48584085178900,48584085178900,0,1
48584099151200,48584248720400,48584248837200,48584248837200,0,1
48584272188000,48584436519200,48584436601300,48584436601300,0,1
48584460522600,48584617664900,48584617802700,48584617802700,0,1
48584641247100,48584798537500,48584798657500,48584798657500,0,1
48584823839400,48585006642400,48585006997700,48585006997700,0,1
48585039192100,48585195505000,48585195623200,48585195623200,0,1
48585208931900,48585367853600,48585367977200,48585367977200,0,1
48585384346300,48585511899600,48585512034300,48585512034300,0,1
48585537145100,48585704022700,48585704140800,48585704140800,0,1
48585719335300,48585849947300,48585850045400,48585850045400,0,1
48585863539700,48586016847200,48586017072700,48586017072700,0,1
48586034323200,48586199495600,48586199612800,48586199612800,0,1
48586219434500,48586385586900,48586385707400,48586385707400,0,1
48586397427900,48586552290800,48586552403000,48586552403000,0,1
48586571123800,48586720587600,48586720653900,48586720653900,0,1
48586738509600,48586894143300,48586894262100,48586894262100,0,1
48586913620700,48587089552300,48587089688000,48587089688000,0,1
48587112359100,48587286663700,48587286779600,48587286779600,0,1
48587302369000,48587469162000,48587469287600,48587469287600,0,1
48587494726000,48587663082700,48587663210700,48587663210700,0,1
48587683259100,48587852716500,48587852851400,48587852851400,0,1
48587869672200,48588031099200,48588031330500,48588031330500,0,1
48588056909100,48588204738000,48588204881500,48588204881500,0,1
48588218913700,48588371849800,48588371938800,48588371938800,0,1
48588383888800,48588529378600,48588529495400,48588529495400,0,1
48588551076400,48588715261800,48588715388500,48588715388500,0,1
48588738286100,48588905829600,48588905949500,48588905949500,0,1
48588925242000,48589084924000,48589085064200,48589085064200,0,1
48589099353100,48589268586900,48589268703800,48589268703800,0,1
48589286721400,48589444659400,48589444774800,48589444774800,0,1
48589466884800,48589629318000,48589629431900,48589629431900,0,1
48589648144800,48589815526700,48589815651400,48589815651400,0,1
48589835169400,48589995957800,48589996105300,48589996105300,0,1
48590027724700,48590200199200,48590200279700,48590200279700,0,1
48590218182500,48590380639700,48590380772600,48590380772600,0,1
48590405038200,48590547167800,48590547259800,48590547259800,0,1
48590564285800,48590730983500,48590731099100,48590731099100,0,1
48590752442500,48590902198300,48590902294600,48590902294600,0,1
48590918784000,48591072422500,48591072543400,48591072543400,0,1
48591092945200,48591237419500,48591237524800,48591237524800,0,1
48591251841600,48591410890800,48591410998300,48591410998300,0,1
48591426007800,48591590670600,48591590795500,48591590795500,0,1
48591606446600,48591768775100,48591768879400,48591768879400,0,1
48591794544300,48591941404700,48591941545200,48591941545200,0,1
48591953230600,48592120018300,48592120119900,48592120119900,0,1
48592134781400,48592298852900,48592298968800,48592298968800,0,1
48592321562100,48592481247500,48592481395400,48592481395400,0,1
48592501687700,48592659130200,48592659208800,48592659208800,0,1
48592675909200,48592823807600,48592823923100,48592823923100,0,1
48592838197200,48593004177600,48593004291000,48593004291000,0,1
48593027768500,48593165125300,48593165243700,48593165243700,0,1
48593189909800,48593355297600,48593355414000,48593355414000,0,1
48593370470500,48593527708700,48593527825600,48593527825600,0,1
48593550511400,48593710099500,48593710219000,48593710219000,0,1
48593724241500,48593910403400,48593910522500,48593910522500,0,1
48593934025500,48594092606200,48594092731100,48594092731100,0,1
48594105668600,48594263855600,48594263996600,48594263996600,0,1
48594287076300,48594448078600,48594448195100,48594448195100,0,1
48594461015300,48594602591200,48594602689500,48594602689500,0,1
48594622280700,48594778844000,48594778950400,48594778950400,0,1
48594796412200,48594959388300,48594959502200,48594959502200,0,1
48594973800700,48595135272500,48595135384400,48595135384400,0,1
48595157131800,48595322577400,48595322683600,48595322683600,0,1
48595334766200,48595468137200,48595468232000,48595468232000,0,1
48595482657200,48595626743800,48595626833000,48595626833000,0,1
48595639610700,48595748362000,48595748475000,48595748475000,0,1
48595766869500,48595931995600,48595932099300,48595932099300,0,1
48595959029500,48596118618900,48596118721300,48596118721300,0,1
48596133299500,48596274070000,48596274148800,48596274148800,0,1
48596287730300,48596418737100,48596418851500,48596418851500,0,1
48596435103100,48596588943800,48596589043500,48596589043500,0,1
48596613587800,48596779265200,48596779375100,48596779375100,0,1
48596799806400,48596977704900,48596977831800,48596977831800,0,1
48596995576600,48597169598600,48597169721200,48597169721200,0,1
48597189549800,48597343484200,48597343639200,48597343639200,0,1
48597372310200,48597549014100,48597549132500,48597549132500,0,1
48597571483000,48597724687800,48597724798600,48597724798600,0,1
48597744699600,48597908131200,48597908211200,48597908211200,0,1
48597925190800,48598086046900,48598086180500,48598086180500,0,1
48598105624900,48598275297700,48598275376900,48598275376900,0,1
48598299417400,48598465285600,48598465367900,48598465367900,0,1
48598483179100,48598653735700,48598653841300,48598653841300,0,1
48598668839800,48598826096200,48598826176900,48598826176900,0,1
48598848690700,48599010907100,48599011094400,48599011094400,0,1
48599038598100,48599212961200,48599213076500,48599213076500,0,1
48599224225800,48599387102200,48599387216900,48599387216900,0,1
48599406558300,48599555446500,48599555561100,48599555561100,0,1
48599577995500,48599746216900,48599746354000,48599746354000,0,1
48599766222500,48599936636900,48599936774500,48599936774500,0,1
48599960823500,48600110329700,48600110443100,48600110443100,0,1
48600134829100,48600298368800,48600298491500,48600298491500,0,1
48600318645700,48600476613000,48600476746300,48600476746300,0,1
48600490396900,48600620226000,48600620305800,48600620305800,0,1
48600634820000,48600789912500,48600790006700,48600790006700,0,1
48600809774700,48600945890000,48600945994600,48600945994600,0,1
48600960494200,48601135644800,48601135735500,48601135735500,0,1
